food_name,calories,protein,fat,carbs
banana,240,8.67,23.51,17.42
rice,123,7.07,15.06,21.42
grapes,94,26.98,17.43,74.03
pizza,167,11.53,9.83,42.71
fried_rice,393,17.17,15.45,50.52
dal,460,26.0,14.35,44.25
fish_fry,433,16.09,22.58,66.65
tea,342,20.74,9.54,72.48
poha,181,12.31,8.28,73.13
upma,223,20.84,20.38,72.93
milk,80,5.29,8.96,55.9
pizza,441,8.45,21.33,29.99
pasta,334,22.73,22.13,44.29
paneer,486,19.34,10.92,15.1
chapati,438,29.23,7.51,43.79
salad,116,13.01,14.1,42.78
poha,457,25.13,11.41,31.02
pizza,99,3.47,8.51,16.71
fried_rice,264,11.91,12.46,43.8
coffee,498,26.21,11.38,62.04
dal,107,8.75,13.75,12.16
idli,262,3.56,10.6,18.27
chicken_curry,193,9.54,17.26,76.19
juice,298,11.2,1.54,60.91
dal,215,22.56,19.13,35.62
chicken_curry,337,25.13,12.43,63.41
tofu,62,6.19,14.96,50.97
juice,301,14.58,17.49,53.36
sambar,174,18.31,5.53,47.77
ice_cream,89,12.46,1.24,62.59
salad,407,15.61,3.15,17.28
ice_cream,78,24.88,23.05,69.42
poha,240,13.83,13.75,33.81
juice,208,29.35,23.38,44.59
pasta,385,26.6,2.72,15.25
poha,276,14.51,15.4,16.47
juice,437,16.25,18.91,73.69
sandwich,287,22.12,4.6,73.02
orange,286,24.37,5.48,72.0
orange,179,17.28,0.62,60.43
fish_fry,203,18.33,14.33,55.31
coffee,164,13.97,5.97,13.36
sandwich,470,9.66,23.56,11.87
fried_rice,121,4.91,9.26,78.17
chicken_curry,116,28.01,3.4,42.0
dal,190,6.44,22.04,19.28
rice,362,26.58,23.72,15.47
fish_fry,314,3.34,12.1,30.77
chapati,477,1.69,23.47,22.24
salad,495,26.99,23.51,42.7
sambar,67,18.76,10.52,15.3
chicken_curry,450,28.45,8.64,7.43
grapes,307,11.09,9.47,69.45
salad,350,29.16,7.7,72.46
dosa,436,27.94,4.35,65.14
sandwich,251,7.24,0.95,31.34
pizza,145,23.46,2.42,31.79
tofu,51,1.24,17.66,6.92
idli,225,3.03,6.4,50.57
chicken_curry,497,2.56,22.65,43.45
tofu,355,20.42,4.9,38.17
apple,296,10.29,9.4,54.12
tea,286,26.99,24.17,30.61
milk,323,11.41,15.59,67.75
fish_fry,228,16.36,0.64,19.4
milk,306,7.81,23.75,76.24
pasta,385,13.44,2.8,27.28
coffee,52,3.88,10.33,36.69
burger,69,21.09,22.35,58.97
poha,55,24.73,19.53,60.84
egg_omelette,265,5.19,16.43,22.59
dal,207,7.83,16.61,74.19
burger,428,18.55,23.15,27.46
juice,230,15.63,1.09,53.14
sambar,228,4.07,18.74,21.96
egg_omelette,500,28.32,9.35,65.81
banana,441,29.95,4.89,50.86
fried_rice,422,5.37,9.12,34.34
egg_omelette,445,26.42,20.87,59.56
fish_fry,65,9.51,24.02,40.09
rice,395,13.69,11.34,16.69
cake,379,11.33,19.27,41.43
dal,372,1.64,0.75,15.37
dal,374,2.72,20.58,26.06
ice_cream,153,27.78,23.71,69.46
coffee,68,8.8,20.24,10.97
apple,376,28.21,0.82,31.81
fried_rice,79,22.19,21.95,67.6
dal,163,21.6,20.17,74.94
rice,364,23.25,8.57,46.84
egg_omelette,298,20.47,3.04,77.3
fried_rice,82,12.35,18.29,10.72
burger,258,18.18,12.62,16.77
noodles,231,16.84,1.33,72.08
fried_rice,243,11.02,8.78,50.5
rice,232,13.9,23.61,49.78
paneer,186,15.1,20.47,27.04
sandwich,249,5.32,20.21,29.05
pizza,154,14.01,12.75,33.6
orange,179,21.66,6.83,31.81
chicken_curry,497,7.0,2.09,69.74
idli,381,27.59,3.63,43.39
chicken_curry,177,13.17,19.82,36.84
paneer,65,1.14,9.04,79.77
idli,187,13.11,15.84,55.07
egg_omelette,264,16.95,13.57,26.3
chicken_curry,94,8.29,15.9,31.55
poha,77,7.09,22.98,52.12
grapes,250,22.12,19.65,39.29
grapes,210,6.88,16.08,37.69
fish_fry,348,21.42,1.76,20.66
tofu,311,26.62,18.4,56.29
burger,259,14.15,4.86,23.23
sandwich,195,26.68,20.97,71.66
coffee,203,17.24,13.7,70.36
noodles,75,8.09,15.21,38.21
fried_rice,307,16.96,9.74,49.88
noodles,234,8.29,22.13,71.1
idli,395,14.51,20.76,9.82
coffee,252,23.88,12.71,71.15
milk,246,7.15,10.42,54.28
noodles,124,28.16,12.12,64.31
idli,386,26.73,20.88,31.58
noodles,408,16.01,8.2,73.45
banana,321,7.79,17.11,12.07
paneer,497,20.73,2.48,16.31
cake,391,3.98,3.04,21.56
poha,318,13.43,18.31,68.63
milk,268,19.55,9.94,69.07
noodles,164,5.04,6.91,37.1
fried_rice,375,9.38,15.27,35.73
salad,116,22.51,12.24,44.1
chapati,156,22.3,12.84,41.52
cake,473,24.53,8.61,56.44
chicken_curry,472,13.46,15.33,37.94
idli,250,23.53,21.43,79.77
poha,230,24.03,1.27,79.42
dosa,312,18.02,20.17,72.58
banana,212,15.43,5.07,8.98
orange,296,12.79,1.63,78.09
pasta,347,23.82,9.85,50.6
fried_rice,290,19.78,12.72,79.0
burger,182,13.28,3.82,23.3
apple,400,12.97,17.27,71.33
noodles,236,23.35,15.12,16.64
chicken_curry,450,5.76,4.2,32.89
paneer,332,7.84,5.98,7.41
dal,281,9.22,17.78,62.64
fried_rice,50,25.66,18.69,57.4
pasta,269,18.95,18.04,65.27
upma,140,23.2,24.17,11.84
coffee,438,23.17,2.42,35.82
milk,159,4.33,5.55,76.54
milk,473,6.07,21.78,37.96
grapes,149,12.9,11.77,24.41
chapati,243,29.76,1.13,9.92
idli,358,19.43,17.05,18.85
upma,437,22.33,23.94,65.92
pizza,420,27.13,24.41,79.96
poha,92,4.38,10.35,42.44
cake,103,12.13,3.73,70.09
milk,90,20.64,19.38,39.32
poha,500,19.84,21.28,22.2
tea,230,17.85,9.89,61.98
juice,163,12.18,7.09,36.62
apple,125,1.96,17.15,11.11
egg_omelette,264,27.44,8.02,42.91
upma,277,5.91,11.15,16.38
chapati,445,1.09,5.63,51.96
egg_omelette,198,22.29,11.11,32.59
fish_fry,303,7.37,10.39,8.91
coffee,367,24.76,11.65,23.35
banana,327,4.69,11.29,34.09
milk,158,7.75,10.55,46.5
apple,457,19.35,9.71,58.68
idli,305,21.41,24.29,65.9
salad,198,25.52,23.57,74.32
ice_cream,364,6.62,21.36,20.02
salad,74,7.25,2.17,65.99
tofu,70,16.73,7.73,19.91
orange,309,3.43,6.06,23.66
orange,251,16.95,17.69,76.14
idli,394,8.25,11.24,63.79
idli,467,3.83,20.74,59.75
egg_omelette,89,21.09,17.69,26.64
egg_omelette,71,18.01,21.37,12.47
sambar,444,26.66,22.32,9.84
dosa,184,8.93,21.94,30.04
fried_rice,231,11.5,12.92,21.51
idli,245,28.95,15.45,27.3
milk,128,12.21,14.0,34.47
sandwich,184,13.09,8.01,22.01
dal,264,2.58,9.04,19.35
burger,386,7.58,15.78,10.29
milk,124,23.98,24.16,31.85
banana,224,11.68,21.36,14.91
upma,94,4.24,3.35,58.26
cake,133,8.24,12.59,13.35
pizza,268,21.66,1.09,39.29
rice,437,17.81,20.49,41.17
grapes,226,14.96,6.37,35.51
tofu,228,1.76,4.75,29.15
orange,260,24.2,8.81,74.78
tofu,189,15.23,5.93,43.91
tea,352,12.22,1.1,60.33
burger,395,27.82,12.88,47.91
chicken_curry,80,20.23,9.54,68.3
apple,457,17.64,13.39,22.06
rice,188,1.43,15.68,66.49
burger,178,26.75,24.77,74.3
orange,427,4.29,2.19,69.5
orange,491,19.47,5.25,45.18
burger,81,29.75,22.38,14.99
tea,392,10.91,2.42,57.86
dal,192,21.94,20.16,74.73
apple,263,12.81,21.39,16.1
ice_cream,166,1.0,14.72,42.56
egg_omelette,239,20.57,3.53,34.09
fish_fry,279,27.49,6.74,34.54
pizza,123,27.48,10.73,67.57
apple,381,19.94,6.04,74.62
idli,81,28.99,11.48,71.45
burger,427,23.27,13.98,60.31
dosa,342,6.71,21.72,17.1
sambar,418,12.14,3.86,42.27
juice,236,26.47,13.85,43.36
egg_omelette,395,1.17,4.5,46.76
pasta,328,15.52,15.36,5.51
noodles,287,23.22,9.22,61.97
egg_omelette,70,22.13,20.52,21.36
rice,188,12.38,11.38,43.41
juice,126,4.46,15.16,19.94
idli,146,6.06,1.44,59.79
egg_omelette,455,16.4,11.66,60.15
egg_omelette,215,14.33,1.62,72.62
grapes,100,19.81,21.28,32.88
grapes,468,11.82,10.17,72.2
coffee,206,14.88,2.36,19.93
cake,276,12.77,7.2,68.91
tofu,93,20.74,9.59,33.66
paneer,342,15.05,18.96,49.8
juice,291,17.15,24.7,14.58
tofu,230,15.22,11.08,78.87
grapes,164,17.04,6.06,26.1
cake,297,25.41,16.34,59.77
chapati,115,4.65,21.25,72.97
pizza,52,18.08,6.88,57.36
coffee,248,28.96,5.15,17.97
banana,54,27.56,23.05,39.35
idli,238,28.36,18.03,56.65
tofu,257,21.98,20.76,47.96
tofu,296,23.28,2.29,40.69
dosa,117,20.39,7.89,76.42
paneer,455,2.26,14.82,54.31
idli,102,5.6,10.52,66.32
dal,319,9.37,20.15,53.7
pizza,330,18.86,17.87,66.98
grapes,257,15.83,4.05,65.26
fried_rice,178,15.77,3.62,72.94
cake,180,19.71,1.69,29.37
idli,83,28.95,6.05,40.51
coffee,78,9.26,15.26,17.98
chapati,396,19.95,10.21,67.26
upma,255,9.04,2.24,50.6
banana,144,4.03,3.24,43.04
cake,304,4.65,20.15,51.41
poha,73,1.39,18.12,34.42
grapes,154,9.41,15.63,46.97
chicken_curry,68,9.76,23.4,15.56
apple,348,25.94,22.9,36.83
apple,463,9.99,15.13,18.47
fried_rice,62,18.27,16.95,65.32
milk,56,10.43,2.87,20.73
poha,349,27.46,8.66,12.49
sandwich,428,21.4,24.42,72.38
tea,412,9.31,2.84,55.78
noodles,381,2.81,10.32,15.05
grapes,99,9.04,14.5,62.77
dal,453,28.71,15.52,22.16
salad,100,25.68,5.89,9.6
tea,462,16.99,22.61,49.81
cake,302,26.4,12.05,69.28
orange,292,15.19,7.12,40.76
apple,401,10.28,20.84,68.97
salad,336,21.51,9.04,75.35
milk,169,15.57,24.98,64.69
chicken_curry,408,14.08,16.62,45.09
salad,79,2.63,15.69,62.07
coffee,238,6.81,23.95,15.62
orange,170,2.21,13.87,55.23
dal,285,10.56,24.2,54.73
tofu,357,15.35,4.76,47.48
grapes,432,7.21,4.54,27.56
pizza,304,23.24,1.34,31.97
noodles,159,14.51,11.33,36.62
milk,267,22.05,11.1,44.42
egg_omelette,190,22.06,0.59,20.74
orange,60,4.75,14.73,61.92
milk,172,8.66,15.62,78.93
grapes,181,9.81,1.12,64.53
tea,477,20.23,22.12,25.38
grapes,97,21.07,8.42,37.31
coffee,52,12.49,5.92,14.12
tofu,160,13.35,24.23,54.19
chicken_curry,468,16.28,12.05,16.46
burger,92,5.53,11.25,10.98
chapati,230,28.58,24.62,14.13
fried_rice,363,4.76,11.7,18.23
pasta,462,19.2,18.68,52.99
fish_fry,327,14.38,10.31,18.07
milk,238,4.2,24.86,26.69
salad,378,15.25,23.56,12.25
salad,345,19.1,7.0,43.91
tea,160,16.23,3.25,38.83
tea,500,18.78,20.32,58.17
pasta,407,1.89,13.16,39.8
chapati,288,13.41,9.04,5.99
orange,252,21.05,11.03,22.49
fried_rice,90,28.54,23.98,34.54
dosa,233,17.68,4.4,9.28
tea,54,22.74,17.88,74.8
egg_omelette,488,14.89,2.84,43.68
juice,491,1.15,18.93,56.77
dal,86,16.9,18.06,69.05
dosa,175,1.37,20.95,67.02
cake,132,10.78,16.61,10.71
upma,264,11.05,8.21,21.59
chapati,361,26.24,8.58,7.41
upma,143,10.94,4.4,12.7
tofu,491,22.72,8.88,45.75
salad,172,26.84,24.12,32.41
pizza,104,18.67,19.24,40.29
pasta,150,16.46,2.99,52.47
pizza,485,16.62,22.59,5.5
egg_omelette,385,21.35,6.56,69.04
grapes,234,9.32,12.89,43.33
dal,278,7.08,22.72,35.57
chapati,216,1.27,20.12,30.31
dosa,118,29.65,13.43,40.58
burger,203,1.49,23.36,66.46
salad,116,27.27,8.73,56.48
rice,463,18.78,5.98,38.76
milk,458,24.39,8.76,57.14
idli,489,4.68,4.14,52.72
milk,91,23.91,24.06,41.38
juice,436,2.73,3.19,43.91
paneer,84,23.89,18.71,44.62
milk,404,14.95,7.87,29.47
poha,130,18.45,9.72,30.35
salad,336,25.75,24.06,47.36
ice_cream,497,8.58,20.88,15.72
pizza,247,19.12,1.42,32.83
noodles,259,28.52,2.97,41.02
salad,485,21.0,5.07,40.44
sandwich,493,10.18,13.28,9.83
grapes,178,11.54,10.51,17.67
noodles,95,27.6,22.82,59.65
banana,300,6.16,5.16,22.73
idli,103,24.93,7.54,50.94
pasta,273,23.76,8.55,71.28
juice,440,25.99,4.96,8.49
sandwich,415,8.83,22.06,12.31
egg_omelette,119,2.66,3.21,63.69
burger,217,10.18,7.91,19.64
paneer,238,20.65,11.75,6.69
milk,474,7.16,20.2,8.9
poha,79,13.64,24.07,71.32
chicken_curry,387,20.96,7.17,14.31
egg_omelette,259,18.33,21.27,46.2
grapes,200,3.01,18.43,8.56
sambar,277,11.82,23.46,76.68
pizza,318,4.4,6.31,50.33
dal,62,8.96,3.94,74.81
chapati,387,19.01,17.13,6.84
ice_cream,364,24.42,4.89,23.69
idli,372,20.39,7.79,33.1
idli,72,13.65,13.03,17.65
tofu,178,12.94,7.98,8.66
milk,414,5.12,8.85,50.68
orange,198,3.33,20.76,26.88
milk,303,29.64,16.27,7.58
cake,199,3.2,23.44,34.53
upma,325,20.43,21.24,43.04
poha,253,10.46,3.57,49.44
rice,477,14.48,5.44,24.84
grapes,210,26.64,14.85,76.98
egg_omelette,144,18.82,14.18,13.7
salad,75,26.29,8.2,7.91
fried_rice,114,10.3,4.68,67.19
orange,316,9.86,23.17,74.33
dosa,267,26.92,13.09,17.06
apple,427,15.6,23.17,56.34
sandwich,356,3.52,24.6,77.52
apple,488,28.96,17.71,65.01
juice,52,5.43,18.12,10.56
coffee,206,29.35,1.95,45.11
cake,498,4.61,5.25,42.94
juice,403,19.56,15.55,23.41
egg_omelette,339,2.92,19.55,52.29
noodles,368,26.12,5.95,17.98
salad,128,16.17,22.63,56.79
sandwich,129,9.96,6.87,38.44
apple,484,19.87,19.31,16.61
coffee,64,18.08,11.09,26.69
sambar,99,24.42,20.68,35.49
idli,180,6.76,3.6,42.32
grapes,451,5.39,10.01,45.45
fish_fry,363,10.34,23.51,66.49
egg_omelette,186,18.5,12.51,34.59
chapati,278,7.16,20.55,31.43
egg_omelette,249,11.21,2.22,54.49
egg_omelette,194,17.13,1.92,13.17
pizza,339,29.21,22.34,22.37
salad,418,7.51,14.37,35.34
apple,405,4.76,20.49,37.68
grapes,161,27.69,12.01,19.06
cake,70,11.01,22.44,50.35
orange,394,12.06,23.71,53.72
dal,325,19.7,10.7,33.12
orange,164,25.08,21.11,27.4
paneer,388,6.63,15.17,44.3
egg_omelette,230,17.77,18.75,33.75
orange,493,27.79,5.79,13.74
sambar,215,2.25,6.42,67.37
pasta,317,29.89,18.51,10.82
grapes,414,8.8,23.93,46.85
noodles,128,24.79,18.8,63.68
juice,421,2.63,17.3,29.2
poha,412,16.35,24.57,62.15
chapati,238,13.49,23.22,38.0
apple,162,18.25,12.55,76.25
tofu,321,3.3,12.64,57.48
juice,75,5.82,1.29,71.42
paneer,210,18.49,17.97,79.07
upma,242,16.43,22.9,5.75
dosa,187,12.72,0.82,25.46
fish_fry,496,28.17,8.49,55.91
dosa,71,8.32,17.78,62.35
pizza,440,5.69,8.52,38.42
rice,143,1.21,10.41,57.98
pasta,437,8.61,5.7,60.41
chapati,120,18.28,4.69,25.72
burger,390,14.05,9.2,21.66
burger,444,3.39,8.66,64.51
poha,252,8.0,23.31,65.22
ice_cream,89,17.43,12.99,66.65
tofu,309,2.6,1.31,20.57
sambar,58,5.55,8.82,5.5
sandwich,341,2.03,18.0,15.82
juice,164,21.17,11.62,48.46
tofu,196,23.35,22.21,41.66
orange,217,22.07,18.67,32.22
burger,342,10.25,1.97,24.64
idli,111,7.79,1.9,58.02
orange,224,14.57,15.75,60.82
cake,260,16.02,19.21,22.56
noodles,255,21.79,23.44,70.81
coffee,122,4.87,5.69,16.65
noodles,349,5.88,16.77,40.87
juice,326,19.7,11.59,19.92
coffee,146,5.46,23.65,69.07
tofu,199,22.78,13.9,20.06
burger,59,15.96,17.34,12.15
tofu,442,5.42,7.04,11.06
burger,158,15.32,4.54,31.76
juice,210,8.35,9.48,13.28
upma,104,24.66,3.92,68.33
chicken_curry,448,6.79,16.27,20.13
juice,117,15.18,11.08,58.0
tea,311,11.15,3.71,66.38
upma,428,18.27,14.83,64.4
pasta,132,9.01,6.01,76.94
tea,206,7.34,8.54,54.19
sambar,290,6.22,8.0,61.35
fried_rice,193,20.95,22.26,41.78
pizza,145,27.63,13.71,52.54
fried_rice,266,29.72,19.09,37.97
egg_omelette,459,13.21,22.69,34.03
orange,392,10.25,15.19,33.52
idli,444,8.87,13.23,51.03
banana,377,1.25,11.37,39.94
egg_omelette,294,5.09,18.93,32.63
paneer,225,7.93,3.15,14.15
tofu,293,19.91,13.77,5.79
egg_omelette,488,23.91,15.46,59.89
tea,151,7.4,16.35,41.2
pizza,442,12.83,16.89,35.15
noodles,425,16.39,18.16,10.8
ice_cream,246,3.75,21.63,32.09
fried_rice,438,3.0,24.23,6.06
grapes,139,12.42,13.4,31.69
ice_cream,377,27.8,8.14,17.93
dal,189,5.01,6.93,43.72
poha,424,4.32,13.62,57.82
ice_cream,178,21.13,7.06,22.23
tea,143,29.06,3.76,42.38
apple,297,16.71,5.0,16.43
upma,52,2.5,21.34,47.45
ice_cream,279,22.01,18.29,47.89
coffee,65,1.45,16.49,63.69
paneer,334,24.99,15.56,49.99
noodles,359,5.61,24.3,39.03
upma,170,19.81,19.9,56.38
cake,113,27.71,24.94,67.05
chicken_curry,234,2.46,22.25,58.09
chicken_curry,393,13.25,21.62,75.01
ice_cream,72,23.78,16.49,55.53
salad,72,22.8,15.06,62.9
chapati,268,16.07,10.2,71.08
apple,370,5.48,16.59,76.65
pasta,382,13.28,3.81,48.05
apple,408,11.67,1.13,15.32
dosa,301,21.24,2.59,72.07
tea,280,18.17,4.15,42.25
upma,223,22.84,1.46,15.42
fish_fry,452,5.55,2.11,10.4
grapes,470,28.35,22.91,25.76
grapes,355,24.88,7.34,43.6
burger,125,17.46,17.33,63.82
orange,350,2.79,7.21,32.81
banana,259,12.46,1.07,63.97
burger,376,24.35,20.22,24.11
orange,309,19.12,21.65,57.24
banana,188,5.87,12.69,27.74
pasta,209,29.66,11.2,18.4
banana,291,19.74,4.13,51.6
milk,138,1.56,1.99,46.81
tofu,352,22.87,12.09,39.86
banana,407,5.48,3.28,76.3
egg_omelette,111,9.76,17.82,62.62
egg_omelette,465,3.84,18.71,12.08
salad,195,4.67,24.53,17.16
grapes,174,10.19,1.41,21.48
sambar,146,3.91,21.45,66.45
dosa,287,7.77,13.25,6.06
salad,261,17.94,7.37,20.69
pasta,497,9.03,16.78,20.38
banana,66,26.35,22.57,56.35
ice_cream,98,16.43,22.89,76.64
burger,231,20.27,13.13,58.83
poha,159,16.61,18.04,30.55
rice,267,29.98,24.31,73.85
rice,370,10.83,1.49,38.36
noodles,212,16.08,14.65,60.14
chicken_curry,145,10.29,15.67,14.28
juice,175,13.36,14.64,28.98
sambar,344,12.79,0.98,19.77
pizza,418,15.7,23.64,52.71
dal,147,6.61,20.78,26.45
banana,210,24.88,22.82,36.96
tea,391,23.98,11.31,56.05
dosa,484,15.94,23.51,34.3
poha,87,12.66,20.2,41.28
ice_cream,271,27.7,21.53,21.47
pasta,488,12.68,8.91,42.66
orange,147,28.25,4.72,55.33
pizza,112,13.69,17.78,30.51
dosa,308,19.98,13.49,54.5
dosa,467,11.18,0.89,58.11
tofu,67,25.59,1.84,32.02
tofu,203,23.84,19.55,70.05
cake,340,23.82,15.74,62.09
banana,106,2.14,12.43,70.37
sambar,463,15.21,7.07,51.61
sambar,113,25.03,11.87,64.4
coffee,257,29.4,7.88,7.77
poha,313,8.29,14.18,18.63
cake,124,24.36,16.28,78.16
noodles,405,18.43,8.66,38.2
juice,237,20.15,17.88,34.61
juice,290,7.87,17.21,7.45
juice,116,5.59,8.23,28.88
dal,439,3.34,21.05,71.51
pasta,495,4.73,19.86,57.37
rice,326,25.93,10.61,58.68
tofu,298,9.49,11.43,56.55
sandwich,293,11.07,10.77,16.7
pizza,71,3.73,10.64,51.47
burger,142,18.98,24.3,78.62
coffee,392,15.73,19.35,22.04
tea,178,26.97,23.8,32.35
apple,100,15.7,5.23,31.37
juice,153,21.2,18.64,39.79
burger,463,26.77,24.58,50.59
fish_fry,256,10.27,18.48,34.31
banana,306,17.88,9.12,64.53
coffee,153,9.23,23.04,77.87
chapati,215,8.57,1.05,24.88
salad,429,17.13,2.71,24.98
dosa,463,29.58,7.84,29.79
poha,404,8.17,6.67,39.71
pizza,223,3.32,24.96,13.69
orange,199,22.93,22.43,67.34
ice_cream,421,7.58,8.44,31.73
salad,198,25.71,18.48,18.54
milk,192,20.78,24.67,73.24
idli,440,11.84,0.82,32.98
juice,62,15.49,19.14,49.73
milk,383,23.01,22.13,28.04
orange,368,23.54,8.49,16.69
upma,468,22.43,22.35,20.91
apple,112,10.8,16.82,30.87
egg_omelette,109,27.5,21.05,11.04
sandwich,300,3.24,4.2,48.1
upma,246,7.04,14.83,7.87
grapes,387,3.44,9.05,43.94
egg_omelette,99,29.35,10.99,13.29
tofu,153,18.58,12.04,29.71
burger,352,22.05,12.78,41.8
chicken_curry,487,19.0,12.84,57.77
burger,388,19.99,5.02,54.58
cake,124,25.79,16.86,28.97
upma,63,18.71,19.64,67.7
poha,365,5.45,20.55,8.56
poha,242,7.39,13.9,79.95
chapati,393,3.45,24.64,10.9
chicken_curry,415,12.38,20.02,65.04
dosa,349,29.3,19.56,68.47
poha,340,5.16,20.54,57.44
orange,54,10.55,13.77,68.65
apple,222,10.84,19.53,10.48
noodles,171,26.19,11.19,20.35
coffee,213,29.62,16.38,6.25
sambar,452,22.9,1.2,16.02
dosa,224,28.03,1.43,75.77
fried_rice,253,22.05,7.65,36.55
poha,62,4.22,5.1,30.07
egg_omelette,489,19.65,5.84,78.28
noodles,315,6.95,19.02,64.06
egg_omelette,259,17.21,15.89,51.65
poha,338,26.55,2.66,6.33
apple,296,1.01,9.35,32.78
chapati,92,6.05,2.44,13.04
chapati,107,26.15,12.49,27.92
salad,361,23.93,11.19,73.07
ice_cream,96,6.58,5.6,37.07
fish_fry,445,4.53,23.81,72.65
tofu,94,22.82,10.37,16.86
salad,95,10.5,10.0,11.84
fish_fry,230,5.87,2.75,48.25
paneer,418,9.6,4.17,31.49
apple,121,16.94,22.03,55.6
egg_omelette,493,20.66,18.74,12.79
egg_omelette,134,6.72,7.17,44.07
sandwich,491,5.76,10.87,23.7
sambar,271,15.92,5.51,52.54
tofu,401,1.74,20.55,79.79
chapati,275,21.18,0.6,47.81
banana,123,8.53,17.88,76.52
ice_cream,480,25.64,5.26,42.78
coffee,179,18.07,2.43,19.01
apple,409,28.54,5.17,70.89
burger,168,14.22,9.26,17.23
salad,130,25.2,11.68,77.23
dal,259,21.65,20.42,51.13
tofu,124,19.22,10.11,39.54
idli,396,27.99,20.77,33.2
idli,222,23.95,23.89,54.37
noodles,286,18.45,8.09,13.95
cake,387,15.8,2.21,64.51
egg_omelette,95,19.02,0.79,10.58
fish_fry,185,4.5,6.11,51.07
salad,228,26.84,22.65,31.27
salad,236,21.53,5.17,39.28
fried_rice,427,4.73,8.69,47.23
salad,206,9.5,0.68,18.65
upma,240,16.8,10.03,34.25
poha,297,29.25,3.87,30.09
dosa,435,10.85,21.18,28.79
rice,394,9.42,8.46,58.74
milk,258,10.79,13.86,68.13
idli,409,21.56,0.75,71.01
egg_omelette,104,11.51,4.47,78.22
ice_cream,132,22.1,10.95,35.77
dal,149,16.62,22.16,21.38
egg_omelette,272,9.56,6.39,60.45
burger,93,23.94,0.81,48.55
apple,206,22.33,8.82,46.64
rice,477,2.3,23.86,53.18
dal,358,13.44,9.83,58.76
sambar,67,5.7,2.46,20.39
noodles,457,4.37,8.6,9.35
juice,99,4.19,3.94,26.86
egg_omelette,238,12.17,23.9,24.34
coffee,261,17.18,7.67,41.55
rice,398,28.07,7.95,11.53
idli,399,18.44,15.19,20.2
coffee,263,21.38,8.99,35.27
egg_omelette,311,1.53,8.25,74.07
cake,327,7.27,3.17,13.61
dosa,412,9.64,17.75,25.73
upma,185,25.46,17.98,50.93
noodles,311,1.37,9.11,79.14
chapati,497,17.24,11.93,45.71
salad,85,23.64,12.93,49.31
upma,472,9.68,23.11,71.22
paneer,354,11.25,19.49,43.77
grapes,419,9.92,20.98,19.13
ice_cream,492,1.95,12.28,16.99
noodles,199,29.28,17.82,75.66
poha,265,13.14,3.58,67.48
fish_fry,151,27.77,12.85,39.78
tea,241,24.76,7.18,42.76
sandwich,240,13.13,12.47,45.54
idli,342,7.23,23.8,70.78
coffee,419,7.65,17.58,56.97
chapati,371,12.22,19.56,63.82
egg_omelette,355,3.02,2.87,73.49
sambar,329,7.04,1.33,14.98
fried_rice,404,14.35,13.73,47.6
upma,365,24.64,13.61,74.82
ice_cream,208,25.68,10.88,18.49
rice,240,22.24,24.69,50.5
egg_omelette,299,23.54,16.0,20.61
orange,316,22.48,14.53,68.73
burger,312,11.73,11.33,44.04
coffee,57,8.27,22.65,71.22
noodles,452,4.7,19.04,70.16
paneer,121,12.71,22.67,74.42
coffee,370,23.33,18.65,33.83
tofu,444,4.49,7.66,47.0
noodles,487,12.66,21.01,36.48
fried_rice,414,22.54,2.1,56.65
burger,407,19.77,9.14,43.31
noodles,140,19.07,14.68,69.41
coffee,343,10.75,20.1,24.05
cake,377,22.91,9.69,58.24
apple,495,27.93,22.29,8.83
fried_rice,270,25.91,21.29,22.73
sambar,144,24.28,13.2,35.78
fish_fry,288,5.42,9.07,54.43
chicken_curry,231,25.61,12.12,26.23
rice,324,23.35,24.06,65.57
coffee,451,9.85,18.18,33.59
salad,421,2.91,13.27,7.77
rice,143,3.39,15.19,38.46
dal,494,1.23,11.8,34.67
sandwich,457,27.84,5.21,35.66
upma,310,20.14,2.67,76.15
poha,349,10.75,16.37,29.25
sambar,425,25.94,20.48,59.4
pasta,426,29.72,1.35,24.85
dal,264,9.49,17.38,5.35
noodles,346,23.87,13.32,33.3
juice,59,20.47,24.58,18.15
coffee,217,28.34,6.54,12.74
tea,343,19.2,5.99,30.61
ice_cream,438,6.71,22.65,11.12
chapati,357,25.47,20.63,70.7
idli,210,14.75,10.2,78.21
banana,104,10.29,16.95,66.49
idli,500,11.35,21.54,63.02
egg_omelette,414,23.86,9.56,70.29
grapes,334,29.11,14.86,5.04
chicken_curry,467,19.71,21.5,73.22
cake,439,10.17,2.95,46.65
apple,283,8.68,17.96,13.95
upma,305,2.66,2.97,37.7
sambar,210,14.11,8.19,66.88
banana,281,28.85,20.18,31.11
burger,238,3.93,3.15,45.63
ice_cream,132,10.45,0.51,40.05
burger,499,26.72,5.72,63.8
poha,336,13.28,11.34,7.98
tofu,406,15.81,20.03,65.53
coffee,77,29.44,4.31,65.43
apple,138,19.38,11.83,33.94
juice,240,13.86,7.62,20.16
pizza,415,14.44,12.37,14.52
dosa,431,1.51,16.38,69.51
upma,309,17.26,1.45,72.32
chapati,345,23.19,4.53,26.86
sandwich,446,17.91,5.72,70.73
apple,134,28.3,13.61,5.28
apple,393,15.91,16.52,36.94
ice_cream,303,21.9,24.64,27.1
apple,118,25.75,20.3,55.71
tea,133,14.37,14.22,29.03
